spec_path,file_path,segment_id,start,end,label_binary,label_multiclass,label_class_name,activity_code,sample_id,dataset,split
data\processed\dronerf_spectrograms\spec_000168.npy,data\raw\DroneRF\AR drone\10100H_1.csv,17,1114112,1245184,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000169.npy,data\raw\DroneRF\AR drone\10100H_1.csv,18,1179648,1310720,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000170.npy,data\raw\DroneRF\AR drone\10100H_1.csv,19,1245184,1376256,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000171.npy,data\raw\DroneRF\AR drone\10100H_1.csv,20,1310720,1441792,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000172.npy,data\raw\DroneRF\AR drone\10100H_1.csv,21,1376256,1507328,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000173.npy,data\raw\DroneRF\AR drone\10100H_1.csv,22,1441792,1572864,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000174.npy,data\raw\DroneRF\AR drone\10100H_1.csv,23,1507328,1638400,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000175.npy,data\raw\DroneRF\AR drone\10100H_1.csv,24,1572864,1703936,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000176.npy,data\raw\DroneRF\AR drone\10100H_1.csv,25,1638400,1769472,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000177.npy,data\raw\DroneRF\AR drone\10100H_1.csv,26,1703936,1835008,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000178.npy,data\raw\DroneRF\AR drone\10100H_1.csv,27,1769472,1900544,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000179.npy,data\raw\DroneRF\AR drone\10100H_1.csv,28,1835008,1966080,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000180.npy,data\raw\DroneRF\AR drone\10100H_1.csv,29,1900544,2031616,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000181.npy,data\raw\DroneRF\AR drone\10100H_1.csv,30,1966080,2097152,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000182.npy,data\raw\DroneRF\AR drone\10100H_1.csv,31,2031616,2162688,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000183.npy,data\raw\DroneRF\AR drone\10100H_1.csv,32,2097152,2228224,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000184.npy,data\raw\DroneRF\AR drone\10100H_1.csv,33,2162688,2293760,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000185.npy,data\raw\DroneRF\AR drone\10100H_1.csv,34,2228224,2359296,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000186.npy,data\raw\DroneRF\AR drone\10100H_1.csv,35,2293760,2424832,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000187.npy,data\raw\DroneRF\AR drone\10100H_1.csv,36,2359296,2490368,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000188.npy,data\raw\DroneRF\AR drone\10100H_1.csv,37,2424832,2555904,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000189.npy,data\raw\DroneRF\AR drone\10100H_1.csv,38,2490368,2621440,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000190.npy,data\raw\DroneRF\AR drone\10100H_1.csv,39,2555904,2686976,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000191.npy,data\raw\DroneRF\AR drone\10100H_1.csv,40,2621440,2752512,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000192.npy,data\raw\DroneRF\AR drone\10100H_1.csv,41,2686976,2818048,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000193.npy,data\raw\DroneRF\AR drone\10100H_1.csv,42,2752512,2883584,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000194.npy,data\raw\DroneRF\AR drone\10100H_1.csv,43,2818048,2949120,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000195.npy,data\raw\DroneRF\AR drone\10100H_1.csv,44,2883584,3014656,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000196.npy,data\raw\DroneRF\AR drone\10100H_1.csv,45,2949120,3080192,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000197.npy,data\raw\DroneRF\AR drone\10100H_1.csv,46,3014656,3145728,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000198.npy,data\raw\DroneRF\AR drone\10100H_1.csv,47,3080192,3211264,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000199.npy,data\raw\DroneRF\AR drone\10100H_1.csv,48,3145728,3276800,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000200.npy,data\raw\DroneRF\AR drone\10100H_1.csv,49,3211264,3342336,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000201.npy,data\raw\DroneRF\AR drone\10100H_1.csv,50,3276800,3407872,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000202.npy,data\raw\DroneRF\AR drone\10100H_1.csv,51,3342336,3473408,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000203.npy,data\raw\DroneRF\AR drone\10100H_1.csv,52,3407872,3538944,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000204.npy,data\raw\DroneRF\AR drone\10100H_1.csv,53,3473408,3604480,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000205.npy,data\raw\DroneRF\AR drone\10100H_1.csv,54,3538944,3670016,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000206.npy,data\raw\DroneRF\AR drone\10100H_1.csv,55,3604480,3735552,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000207.npy,data\raw\DroneRF\AR drone\10100H_1.csv,56,3670016,3801088,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000208.npy,data\raw\DroneRF\AR drone\10100H_1.csv,57,3735552,3866624,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000209.npy,data\raw\DroneRF\AR drone\10100H_1.csv,58,3801088,3932160,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000210.npy,data\raw\DroneRF\AR drone\10100H_1.csv,59,3866624,3997696,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000211.npy,data\raw\DroneRF\AR drone\10100H_1.csv,60,3932160,4063232,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000212.npy,data\raw\DroneRF\AR drone\10100H_1.csv,61,3997696,4128768,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000213.npy,data\raw\DroneRF\AR drone\10100H_1.csv,62,4063232,4194304,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000214.npy,data\raw\DroneRF\AR drone\10100H_1.csv,63,4128768,4259840,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000215.npy,data\raw\DroneRF\AR drone\10100H_1.csv,64,4194304,4325376,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000216.npy,data\raw\DroneRF\AR drone\10100H_1.csv,65,4259840,4390912,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000217.npy,data\raw\DroneRF\AR drone\10100H_1.csv,66,4325376,4456448,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000218.npy,data\raw\DroneRF\AR drone\10100H_1.csv,67,4390912,4521984,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000219.npy,data\raw\DroneRF\AR drone\10100H_1.csv,68,4456448,4587520,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000220.npy,data\raw\DroneRF\AR drone\10100H_1.csv,69,4521984,4653056,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000221.npy,data\raw\DroneRF\AR drone\10100H_1.csv,70,4587520,4718592,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000222.npy,data\raw\DroneRF\AR drone\10100H_1.csv,71,4653056,4784128,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000223.npy,data\raw\DroneRF\AR drone\10100H_1.csv,72,4718592,4849664,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000224.npy,data\raw\DroneRF\AR drone\10100H_1.csv,73,4784128,4915200,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000225.npy,data\raw\DroneRF\AR drone\10100H_1.csv,74,4849664,4980736,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000226.npy,data\raw\DroneRF\AR drone\10100H_1.csv,75,4915200,5046272,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000227.npy,data\raw\DroneRF\AR drone\10100H_1.csv,76,4980736,5111808,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000228.npy,data\raw\DroneRF\AR drone\10100H_1.csv,77,5046272,5177344,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000229.npy,data\raw\DroneRF\AR drone\10100H_1.csv,78,5111808,5242880,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000230.npy,data\raw\DroneRF\AR drone\10100H_1.csv,79,5177344,5308416,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000231.npy,data\raw\DroneRF\AR drone\10100H_1.csv,80,5242880,5373952,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000232.npy,data\raw\DroneRF\AR drone\10100H_1.csv,81,5308416,5439488,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000233.npy,data\raw\DroneRF\AR drone\10100H_1.csv,82,5373952,5505024,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000234.npy,data\raw\DroneRF\AR drone\10100H_1.csv,83,5439488,5570560,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000235.npy,data\raw\DroneRF\AR drone\10100H_1.csv,84,5505024,5636096,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000236.npy,data\raw\DroneRF\AR drone\10100H_1.csv,85,5570560,5701632,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000237.npy,data\raw\DroneRF\AR drone\10100H_1.csv,86,5636096,5767168,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000238.npy,data\raw\DroneRF\AR drone\10100H_1.csv,87,5701632,5832704,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000239.npy,data\raw\DroneRF\AR drone\10100H_1.csv,88,5767168,5898240,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000240.npy,data\raw\DroneRF\AR drone\10100H_1.csv,89,5832704,5963776,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000241.npy,data\raw\DroneRF\AR drone\10100H_1.csv,90,5898240,6029312,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000242.npy,data\raw\DroneRF\AR drone\10100H_1.csv,91,5963776,6094848,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000243.npy,data\raw\DroneRF\AR drone\10100H_1.csv,92,6029312,6160384,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000244.npy,data\raw\DroneRF\AR drone\10100H_1.csv,93,6094848,6225920,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000245.npy,data\raw\DroneRF\AR drone\10100H_1.csv,94,6160384,6291456,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000246.npy,data\raw\DroneRF\AR drone\10100H_1.csv,95,6225920,6356992,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000247.npy,data\raw\DroneRF\AR drone\10100H_1.csv,96,6291456,6422528,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000248.npy,data\raw\DroneRF\AR drone\10100H_1.csv,97,6356992,6488064,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000249.npy,data\raw\DroneRF\AR drone\10100H_1.csv,98,6422528,6553600,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000250.npy,data\raw\DroneRF\AR drone\10100H_1.csv,99,6488064,6619136,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000251.npy,data\raw\DroneRF\AR drone\10100H_1.csv,100,6553600,6684672,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000252.npy,data\raw\DroneRF\AR drone\10100H_1.csv,101,6619136,6750208,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000253.npy,data\raw\DroneRF\AR drone\10100H_1.csv,102,6684672,6815744,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000254.npy,data\raw\DroneRF\AR drone\10100H_1.csv,103,6750208,6881280,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000255.npy,data\raw\DroneRF\AR drone\10100H_1.csv,104,6815744,6946816,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000256.npy,data\raw\DroneRF\AR drone\10100H_1.csv,105,6881280,7012352,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000257.npy,data\raw\DroneRF\AR drone\10100H_1.csv,106,6946816,7077888,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000258.npy,data\raw\DroneRF\AR drone\10100H_1.csv,107,7012352,7143424,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000259.npy,data\raw\DroneRF\AR drone\10100H_1.csv,108,7077888,7208960,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000260.npy,data\raw\DroneRF\AR drone\10100H_1.csv,109,7143424,7274496,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000261.npy,data\raw\DroneRF\AR drone\10100H_1.csv,110,7208960,7340032,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000262.npy,data\raw\DroneRF\AR drone\10100H_1.csv,111,7274496,7405568,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000263.npy,data\raw\DroneRF\AR drone\10100H_1.csv,112,7340032,7471104,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000264.npy,data\raw\DroneRF\AR drone\10100H_1.csv,113,7405568,7536640,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000265.npy,data\raw\DroneRF\AR drone\10100H_1.csv,114,7471104,7602176,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000266.npy,data\raw\DroneRF\AR drone\10100H_1.csv,115,7536640,7667712,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000267.npy,data\raw\DroneRF\AR drone\10100H_1.csv,116,7602176,7733248,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000268.npy,data\raw\DroneRF\AR drone\10100H_1.csv,117,7667712,7798784,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000269.npy,data\raw\DroneRF\AR drone\10100H_1.csv,118,7733248,7864320,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000270.npy,data\raw\DroneRF\AR drone\10100H_1.csv,119,7798784,7929856,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000271.npy,data\raw\DroneRF\AR drone\10100H_1.csv,120,7864320,7995392,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000272.npy,data\raw\DroneRF\AR drone\10100H_1.csv,121,7929856,8060928,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000273.npy,data\raw\DroneRF\AR drone\10100H_1.csv,122,7995392,8126464,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000274.npy,data\raw\DroneRF\AR drone\10100H_1.csv,123,8060928,8192000,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000275.npy,data\raw\DroneRF\AR drone\10100H_1.csv,124,8126464,8257536,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000276.npy,data\raw\DroneRF\AR drone\10100H_1.csv,125,8192000,8323072,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000277.npy,data\raw\DroneRF\AR drone\10100H_1.csv,126,8257536,8388608,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000278.npy,data\raw\DroneRF\AR drone\10100H_1.csv,127,8323072,8454144,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000279.npy,data\raw\DroneRF\AR drone\10100H_1.csv,128,8388608,8519680,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000280.npy,data\raw\DroneRF\AR drone\10100H_1.csv,129,8454144,8585216,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000281.npy,data\raw\DroneRF\AR drone\10100H_1.csv,130,8519680,8650752,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000282.npy,data\raw\DroneRF\AR drone\10100H_1.csv,131,8585216,8716288,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000283.npy,data\raw\DroneRF\AR drone\10100H_1.csv,132,8650752,8781824,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000284.npy,data\raw\DroneRF\AR drone\10100H_1.csv,133,8716288,8847360,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000285.npy,data\raw\DroneRF\AR drone\10100H_1.csv,134,8781824,8912896,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000286.npy,data\raw\DroneRF\AR drone\10100H_1.csv,135,8847360,8978432,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000287.npy,data\raw\DroneRF\AR drone\10100H_1.csv,136,8912896,9043968,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000288.npy,data\raw\DroneRF\AR drone\10100H_1.csv,137,8978432,9109504,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000289.npy,data\raw\DroneRF\AR drone\10100H_1.csv,138,9043968,9175040,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000290.npy,data\raw\DroneRF\AR drone\10100H_1.csv,139,9109504,9240576,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000291.npy,data\raw\DroneRF\AR drone\10100H_1.csv,140,9175040,9306112,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000292.npy,data\raw\DroneRF\AR drone\10100H_1.csv,141,9240576,9371648,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000293.npy,data\raw\DroneRF\AR drone\10100H_1.csv,142,9306112,9437184,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000294.npy,data\raw\DroneRF\AR drone\10100H_1.csv,143,9371648,9502720,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000295.npy,data\raw\DroneRF\AR drone\10100H_1.csv,144,9437184,9568256,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000296.npy,data\raw\DroneRF\AR drone\10100H_1.csv,145,9502720,9633792,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000297.npy,data\raw\DroneRF\AR drone\10100H_1.csv,146,9568256,9699328,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000298.npy,data\raw\DroneRF\AR drone\10100H_1.csv,147,9633792,9764864,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000299.npy,data\raw\DroneRF\AR drone\10100H_1.csv,148,9699328,9830400,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000300.npy,data\raw\DroneRF\AR drone\10100H_1.csv,149,9764864,9895936,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000301.npy,data\raw\DroneRF\AR drone\10100H_1.csv,150,9830400,9961472,1,1,AR drone,10100H,1,DroneRF,val
data\processed\dronerf_spectrograms\spec_000302.npy,data\raw\DroneRF\AR drone\10100H_10.csv,0,0,131072,1,1,AR drone,10100H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_000303.npy,data\raw\DroneRF\AR drone\10100H_10.csv,1,65536,196608,1,1,AR drone,10100H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_000304.npy,data\raw\DroneRF\AR drone\10100H_10.csv,2,131072,262144,1,1,AR drone,10100H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_000305.npy,data\raw\DroneRF\AR drone\10100H_10.csv,3,196608,327680,1,1,AR drone,10100H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_000306.npy,data\raw\DroneRF\AR drone\10100H_10.csv,4,262144,393216,1,1,AR drone,10100H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_000307.npy,data\raw\DroneRF\AR drone\10100H_10.csv,5,327680,458752,1,1,AR drone,10100H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_000308.npy,data\raw\DroneRF\AR drone\10100H_10.csv,6,393216,524288,1,1,AR drone,10100H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_000309.npy,data\raw\DroneRF\AR drone\10100H_10.csv,7,458752,589824,1,1,AR drone,10100H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_000310.npy,data\raw\DroneRF\AR drone\10100H_10.csv,8,524288,655360,1,1,AR drone,10100H,10,DroneRF,train
data\processed\dronerf_spectrograms\spec_000311.npy,data\raw\DroneRF\AR drone\10100H_10.csv,9,589824,720896,1,1,AR drone,10100H,10,DroneRF,train
